Número de informe,Nombre de la Evaluación,Etapa,Componente ambiental,Procedencia de la Muestra,Procedencia Especifica de la Muestra,Nombre del punto,Este,Norte,Altitud,Zona,Datum,Descripción de ubicación,Tipo de muestra,Tipo de análisis,Etapa de extracción secuencial,Caracterización de la muestra,Fecha,Hora,Valor,Parámetro,Unidad de medida
INFORME N° 00171-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F05675,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05675-SU02,480200,9526587,266,17,WGS84,"Muestra puntual de suelo tomada a 4m en dirección sureste de la ubicación del pozo y a una profundidad de 0,4 m de la superficie del suelo",Simple,No aplica,No aplica,Ensayo por cromatografía - HTP,3/5/19,11:50:00 AM,2625,Fracciones de Hidrocarburos F2 (C10-C28),mg/Kg
INFORME N° 00171-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F05675,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05675-SU02,480200,9526587,266,17,WGS84,"Muestra puntual de suelo tomada a 4m en dirección sureste de la ubicación del pozo y a una profundidad de 0,4 m de la superficie del suelo",Simple,No aplica,No aplica,Ensayo por cromatografía - HTP,3/5/19,11:50:00 AM,4351,Fracciones de Hidrocarburos F3 (C28-C40),mg/Kg
INFORME N° 00172-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F05682,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05682-SU02,479581,9526106,266,17,WGS84,"Muestra puntual de suelo tomada a 4 m en dirección sureste de la ubicación del pozo y a una profundidad de 0,4 m de la superficie del suelo",Simple,No aplica,No aplica,Ensayo por cromatografía - HTP,3/6/19,2:46:00 PM,"151,6",Fracciones de Hidrocarburos F2 (C10-C28),mg/Kg
INFORME N° 00172-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F05682,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05682-SU02,479581,9526106,266,17,WGS84,"Muestra puntual de suelo tomada a 4 m en dirección sureste de la ubicación del pozo y a una profundidad de 0,4 m de la superficie del suelo",Simple,No aplica,No aplica,Ensayo por cromatografía - HTP,3/6/19,2:46:00 PM,"508,6",Fracciones de Hidrocarburos F3 (C28-C40),mg/Kg
INFORME N° 00172-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F05682,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05682-SU01,479580,9526110,266,17,WGS84,"Muestra puntual de suelo tomada a 2m en dirección este de la ubicación del pozo y a una profundidad de 0,3 m de la superficie del suelo",Simple,No aplica,No aplica,Ensayo por cromatografía - HTP,3/6/19,2:39:00 PM,1157,Fracciones de Hidrocarburos F2 (C10-C28),mg/Kg
INFORME N° 00172-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F05682,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05682-SU01,479580,9526110,266,17,WGS84,"Muestra puntual de suelo tomada a 2m en dirección este de la ubicación del pozo y a una profundidad de 0,3 m de la superficie del suelo",Simple,No aplica,No aplica,Ensayo por cromatografía - HTP,3/6/19,2:39:00 PM,3923,Fracciones de Hidrocarburos F3 (C28-C40),mg/Kg
INFORME N° 00173-2018-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F05501,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05501-SU01,486175,9535931,125,17,WGS84,Muestra puntual de suelo tomada a 1.5 m en dirección sureste de la ubicación del pozo y a una profundidad de 0.3 m de la superficie del suelo.,Simple,,,Ensayo por cromatografía - HTP,4/26/18,12:02:00 PM,1882,Fracciones de Hidrocarburos F2 (C10-C28),mg/Kg
INFORME N° 00173-2018-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F05501,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05501-SU01,486175,9535931,125,17,WGS84,Muestra puntual de suelo tomada a 1.5 m en dirección sureste de la ubicación del pozo y a una profundidad de 0.3 m de la superficie del suelo.,Simple,,,Ensayo por cromatografía - HTP,4/26/18,12:02:00 PM,3431,Hidrocarburos totales de petróleo (C10-C40),mg/Kg
INFORME N° 00173-2018-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F05501,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05501-SU01,486175,9535931,125,17,WGS84,Muestra puntual de suelo tomada a 1.5 m en dirección sureste de la ubicación del pozo y a una profundidad de 0.3 m de la superficie del suelo.,Simple,,,Ensayo por cromatografía - HTP,4/26/18,12:02:00 PM,1549,Fracciones de Hidrocarburos F3 (C28-C40),mg/Kg
INFORME N° 00173-2018-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F05501,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05501-SU02,486179,9535932,125,17,WGS84,Muestra puntual de suelo tomada a 6 m en dirección este de la ubicación del pozo y a una profundidad de 0.3 m de la superficie del suelo.,Simple,,,Ensayo por cromatografía - HTP,4/26/18,12:10:00 PM,<5.00,Fracciones de Hidrocarburos F2 (C10-C28),mg/Kg
INFORME N° 00173-2018-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F05501,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05501-SU02,486179,9535932,125,17,WGS84,Muestra puntual de suelo tomada a 6 m en dirección este de la ubicación del pozo y a una profundidad de 0.3 m de la superficie del suelo.,Simple,,,Ensayo por cromatografía - HTP,4/26/18,12:10:00 PM,<5.00,Hidrocarburos totales de petróleo (C10-C40),mg/Kg
INFORME N° 00173-2018-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F05501,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05501-SU02,486179,9535932,125,17,WGS84,Muestra puntual de suelo tomada a 6 m en dirección este de la ubicación del pozo y a una profundidad de 0.3 m de la superficie del suelo.,Simple,,,Ensayo por cromatografía - HTP,4/26/18,12:10:00 PM,<5.00,Fracciones de Hidrocarburos F3 (C28-C40),mg/Kg
INFORME N° 00174-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F05678,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05678-SU02,480364,9528651,292,17,WGS84,"Muestra puntual de suelo tomada a 4m en dirección noroeste de la ubicación del pozo y a una profundidad de 0,4 m de la superficie del suelo",Simple,No aplica,No aplica,Ensayo por cromatografía - HTP,3/5/19,3:42:00 PM,1163,Fracciones de Hidrocarburos F2 (C10-C28),mg/Kg
INFORME N° 00174-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F05678,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05678-SU01,480362,9528646,292,17,WGS84,"Muestra puntual de suelo tomada a 3,2m en dirección suroeste de la ubicación del pozo y a una profundidad de 0,35 m de la superficie del suelo",Simple,No aplica,No aplica,Ensayo por cromatografía - HTP,3/5/19,3:32:00 PM,1269,Fracciones de Hidrocarburos F2 (C10-C28),mg/Kg
INFORME N° 00174-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F05678,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05678-SU01,480362,9528646,292,17,WGS84,"Muestra puntual de suelo tomada a 3,2m en dirección suroeste de la ubicación del pozo y a una profundidad de 0,35 m de la superficie del suelo",Simple,No aplica,No aplica,Ensayo por cromatografía - HTP,3/5/19,3:32:00 PM,3088,Fracciones de Hidrocarburos F3 (C28-C40),mg/Kg
INFORME N° 00174-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F05678,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05678-SU02,480364,9528651,292,17,WGS84,"Muestra puntual de suelo tomada a 4m en dirección noroeste de la ubicación del pozo y a una profundidad de 0,4 m de la superficie del suelo",Simple,No aplica,No aplica,Ensayo por cromatografía - HTP,3/5/19,3:42:00 PM,3885,Fracciones de Hidrocarburos F3 (C28-C40),mg/Kg
INFORME N° 00175-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F05683,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05683-SU02,480334,9526222,269,17,WGS84,"Muestra puntual de suelo tomada a 6,4 m en dirección sur de la ubicación del pozo y a una profundidad de 0,4 m de la superficie del suelo",Simple,No aplica,No aplica,Ensayo por cromatografía - HTP,3/6/19,4:08:00 PM,"393,5",Fracciones de Hidrocarburos F2 (C10-C28),mg/Kg
INFORME N° 00175-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F05683,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05683-SU02,480334,9526222,269,17,WGS84,"Muestra puntual de suelo tomada a 6,4 m en dirección sur de la ubicación del pozo y a una profundidad de 0,4 m de la superficie del suelo",Simple,No aplica,No aplica,Ensayo por cromatografía - HTP,3/6/19,4:08:00 PM,1393,Fracciones de Hidrocarburos F3 (C28-C40),mg/Kg
INFORME N° 00175-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F05683,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05683-SU01,480337,9526225,269,17,WGS84,"Muestra puntual de suelo tomada a 3,4 m en dirección sureste de la ubicación del pozo y a una profundidad de 0,3 m de la superficie del suelo",Simple,No aplica,No aplica,Ensayo por cromatografía - HTP,3/6/19,4:00:00 PM,2135,Fracciones de Hidrocarburos F2 (C10-C28),mg/Kg
INFORME N° 00175-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F05683,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05683-SU01,480337,9526225,269,17,WGS84,"Muestra puntual de suelo tomada a 3,4 m en dirección sureste de la ubicación del pozo y a una profundidad de 0,3 m de la superficie del suelo",Simple,No aplica,No aplica,Ensayo por cromatografía - HTP,3/6/19,4:00:00 PM,6581,Fracciones de Hidrocarburos F3 (C28-C40),mg/Kg
INFORME N° 00176-2018-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F05504,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05504-SU01,486461,9535500,92,17,WGS84,Muestra puntual de suelo tomada a 1 m en dirección oeste de la ubicación del pozo y a una profundidad de 0.3 m de la superficie del suelo.,Simple,,,Ensayo por cromatografía - HTP,4/26/18,9:25:00 AM,847,Fracciones de Hidrocarburos F2 (C10-C28),mg/Kg
INFORME N° 00176-2018-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F05504,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05504-SU01,486461,9535500,92,17,WGS84,Muestra puntual de suelo tomada a 1 m en dirección oeste de la ubicación del pozo y a una profundidad de 0.3 m de la superficie del suelo.,Simple,,,Ensayo por cromatografía - HTP,4/26/18,9:25:00 AM,1463,Hidrocarburos totales de petróleo (C10-C40),mg/Kg
INFORME N° 00176-2018-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F05504,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05504-SU01,486461,9535500,92,17,WGS84,Muestra puntual de suelo tomada a 1 m en dirección oeste de la ubicación del pozo y a una profundidad de 0.3 m de la superficie del suelo.,Simple,,,Ensayo por cromatografía - HTP,4/26/18,9:25:00 AM,616,Fracciones de Hidrocarburos F3 (C28-C40),mg/Kg
INFORME N° 00176-2018-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F05504,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05504-SU02,486465,9535499,92,17,WGS84,Muestra puntual de suelo tomada a 4.5 m en dirección sureste de la ubicación del pozo y a una profundidad de 0.35 m de la superficie del suelo.,Simple,,,Ensayo por cromatografía - HTP,4/26/18,9:33:00 AM,3240,Fracciones de Hidrocarburos F2 (C10-C28),mg/Kg
INFORME N° 00176-2018-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F05504,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05504-SU02,486465,9535499,92,17,WGS84,Muestra puntual de suelo tomada a 4.5 m en dirección sureste de la ubicación del pozo y a una profundidad de 0.35 m de la superficie del suelo.,Simple,,,Ensayo por cromatografía - HTP,4/26/18,9:33:00 AM,5550,Hidrocarburos totales de petróleo (C10-C40),mg/Kg
INFORME N° 00176-2018-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F05504,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05504-SU02,486465,9535499,92,17,WGS84,Muestra puntual de suelo tomada a 4.5 m en dirección sureste de la ubicación del pozo y a una profundidad de 0.35 m de la superficie del suelo.,Simple,,,Ensayo por cromatografía - HTP,4/26/18,9:33:00 AM,2310,Fracciones de Hidrocarburos F3 (C28-C40),mg/Kg
INFORME N° 00177-2018-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F05505,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05505-SU01,485550,9537199,134,17,WGS84,Muestra puntual de suelo tomada a 2.2 m en dirección sureste de la ubicación del pozo y a una profundidad de 0.3 m de la superficie del suelo.,Simple,,,Ensayo por cromatografía - HTP,4/26/18,3:11:00 PM,11690,Fracciones de Hidrocarburos F2 (C10-C28),mg/Kg
INFORME N° 00177-2018-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F05505,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05505-SU01,485550,9537199,134,17,WGS84,Muestra puntual de suelo tomada a 2.2 m en dirección sureste de la ubicación del pozo y a una profundidad de 0.3 m de la superficie del suelo.,Simple,,,Ensayo por cromatografía - HTP,4/26/18,3:11:00 PM,19488,Hidrocarburos totales de petróleo (C10-C40),mg/Kg
INFORME N° 00177-2018-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F05505,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05505-SU01,485550,9537199,134,17,WGS84,Muestra puntual de suelo tomada a 2.2 m en dirección sureste de la ubicación del pozo y a una profundidad de 0.3 m de la superficie del suelo.,Simple,,,Ensayo por cromatografía - HTP,4/26/18,3:11:00 PM,7797,Fracciones de Hidrocarburos F3 (C28-C40),mg/Kg
INFORME N° 00177-2018-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F05505,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05505-SU02,485543,9537199,134,17,WGS84,Muestra puntual de suelo tomada a 6 m en dirección oeste de la ubicación del pozo y a una profundidad de 0.3 m de la superficie del suelo.,Simple,,,Ensayo por cromatografía - HTP,4/26/18,3:19:00 PM,<5.00,Fracciones de Hidrocarburos F2 (C10-C28),mg/Kg
INFORME N° 00177-2018-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F05505,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05505-SU02,485543,9537199,134,17,WGS84,Muestra puntual de suelo tomada a 6 m en dirección oeste de la ubicación del pozo y a una profundidad de 0.3 m de la superficie del suelo.,Simple,,,Ensayo por cromatografía - HTP,4/26/18,3:19:00 PM,<5.00,Hidrocarburos totales de petróleo (C10-C40),mg/Kg
INFORME N° 00177-2018-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F05505,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05505-SU02,485543,9537199,134,17,WGS84,Muestra puntual de suelo tomada a 6 m en dirección oeste de la ubicación del pozo y a una profundidad de 0.3 m de la superficie del suelo.,Simple,,,Ensayo por cromatografía - HTP,4/26/18,3:19:00 PM,<5.00,Fracciones de Hidrocarburos F3 (C28-C40),mg/Kg
INFORME N° 00177-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F05679,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05679-SU02,481827,9528614,290,17,WGS84,"Muestra puntual de suelo tomada a 4,2m en dirección suroeste de la ubicación del pozo y a una profundidad de 0,4 m de la superficie del suelo",Simple,No aplica,No aplica,Ensayo por cromatografía - HTP,3/6/19,9:33:00 AM,11,Fracciones de Hidrocarburos F2 (C10-C28),mg/Kg
INFORME N° 00177-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F05679,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05679-SU02,481827,9528614,290,17,WGS84,"Muestra puntual de suelo tomada a 4,2m en dirección suroeste de la ubicación del pozo y a una profundidad de 0,4 m de la superficie del suelo",Simple,No aplica,No aplica,Ensayo por cromatografía - HTP,3/6/19,9:33:00 AM,"37,9",Fracciones de Hidrocarburos F3 (C28-C40),mg/Kg
INFORME N° 00177-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F05679,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05679-SU01,481829,9528620,290,17,WGS84,"Muestra puntual de suelo tomada a 1.5m en dirección norte de la ubicación del pozo y a una profundidad de 0,35 m de la superficie del suelo",Simple,No aplica,No aplica,Ensayo por cromatografía - HTP,3/6/19,9:22:00 AM,2043,Fracciones de Hidrocarburos F2 (C10-C28),mg/Kg
INFORME N° 00177-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F05679,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05679-SU01,481829,9528620,290,17,WGS84,"Muestra puntual de suelo tomada a 1.5m en dirección norte de la ubicación del pozo y a una profundidad de 0,35 m de la superficie del suelo",Simple,No aplica,No aplica,Ensayo por cromatografía - HTP,3/6/19,9:22:00 AM,4749,Fracciones de Hidrocarburos F3 (C28-C40),mg/Kg
INFORME N° 00178-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F05684,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05684-SU02,480250,9225926,273,17,WGS84,"Muestra puntual de suelo tomada a 5,1 m en dirección suroeste de la ubicación del pozo y a una profundidad de 0,35 m de la superficie del suelo",Simple,No aplica,No aplica,Ensayo por cromatografía - HTP,3/7/19,10:32:00 AM,"727,2",Fracciones de Hidrocarburos F2 (C10-C28),mg/Kg
INFORME N° 00178-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F05684,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05684-SU02,480250,9225926,273,17,WGS84,"Muestra puntual de suelo tomada a 5,1 m en dirección suroeste de la ubicación del pozo y a una profundidad de 0,35 m de la superficie del suelo",Simple,No aplica,No aplica,Ensayo por cromatografía - HTP,3/7/19,10:32:00 AM,1928,Fracciones de Hidrocarburos F3 (C28-C40),mg/Kg
