Número de informe,Nombre de la Evaluación,Etapa,Componente ambiental,Procedencia de la Muestra,Procedencia Especifica de la Muestra,Nombre del punto,Este,Norte,Altitud,Zona,Datum,Descripción de ubicación,Tipo de muestra,Tipo de análisis,Fecha,Hora,Valor,Parámetro,Unidad de medida
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG01,178313,9521077,206,18,WGS 84,Punto ubicado en la quebrada Putuime a 10 m aguas arriba del afloramiento Putuime 1.,Simple,Metales totales,17/3/2019,11:48:00 AM,<0.00002,Talio,mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG01,178313,9521077,206,18,WGS 84,Punto ubicado en la quebrada Putuime a 10 m aguas arriba del afloramiento Putuime 1.,Simple,Metales totales,17/3/2019,11:48:00 AM,<0.000003,Uranio,mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG01,178313,9521077,206,18,WGS 84,Punto ubicado en la quebrada Putuime a 10 m aguas arriba del afloramiento Putuime 1.,Simple,Metales totales,17/3/2019,11:48:00 AM,"0,0031",Vanadio,mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG01,178313,9521077,206,18,WGS 84,Punto ubicado en la quebrada Putuime a 10 m aguas arriba del afloramiento Putuime 1.,Simple,Metales totales,17/3/2019,11:48:00 AM,<0.01,Zinc,mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG01,178313,9521077,206,18,WGS 84,Punto ubicado en la quebrada Putuime a 10 m aguas arriba del afloramiento Putuime 1.,Simple,Restultados in situ,17/3/2019,11:48:00 AM,"26,9",Temperatura,°C
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG01,178313,9521077,206,18,WGS 84,Punto ubicado en la quebrada Putuime a 10 m aguas arriba del afloramiento Putuime 1.,Simple,Restultados in situ,17/3/2019,11:48:00 AM,"7,37",Oxígeno Disuelto,mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG01,178313,9521077,206,18,WGS 84,Punto ubicado en la quebrada Putuime a 10 m aguas arriba del afloramiento Putuime 1.,Simple,Restultados in situ,17/3/2019,11:48:00 AM,"7,66",Potencial de hidrógeno,Unidad de pH
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG01,178313,9521077,206,18,WGS 84,Punto ubicado en la quebrada Putuime a 10 m aguas arriba del afloramiento Putuime 1.,Simple,Restultados in situ,17/3/2019,11:48:00 AM,371,Conductividad,µS/cm
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG02,178328,9521072,206,18,WGS 84,Punto ubicado en la quebrada Putuime a 6 m aguas abajo del afloramiento Putuime 1.,Simple,Ensayo por cromatografía - PAHS,17/3/2019,12:21:00 PM,<0.000013,Acenafteno,mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG02,178328,9521072,206,18,WGS 84,Punto ubicado en la quebrada Putuime a 6 m aguas abajo del afloramiento Putuime 1.,Simple,Ensayo por cromatografía - PAHS,17/3/2019,12:21:00 PM,<0.000013,Acenaftileno,mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG02,178328,9521072,206,18,WGS 84,Punto ubicado en la quebrada Putuime a 6 m aguas abajo del afloramiento Putuime 1.,Simple,Ensayo por cromatografía - PAHS,17/3/2019,12:21:00 PM,<0.000016,Antraceno,mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG02,178328,9521072,206,18,WGS 84,Punto ubicado en la quebrada Putuime a 6 m aguas abajo del afloramiento Putuime 1.,Simple,Ensayo por cromatografía - PAHS,17/3/2019,12:21:00 PM,<0.000009,Benzo (a) Antraceno,mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG02,178328,9521072,206,18,WGS 84,Punto ubicado en la quebrada Putuime a 6 m aguas abajo del afloramiento Putuime 1.,Simple,Ensayo por cromatografía - PAHS,17/3/2019,12:21:00 PM,<0.000013,Benzo (a) Pireno,mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG02,178328,9521072,206,18,WGS 84,Punto ubicado en la quebrada Putuime a 6 m aguas abajo del afloramiento Putuime 1.,Simple,Ensayo por cromatografía - PAHS,17/3/2019,12:21:00 PM,<0.000016,Benzo (b) Fluoranteno,mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG02,178328,9521072,206,18,WGS 84,Punto ubicado en la quebrada Putuime a 6 m aguas abajo del afloramiento Putuime 1.,Simple,Ensayo por cromatografía - PAHS,17/3/2019,12:21:00 PM,<0.000009,"Benzo (g,h,i) Perileno",mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG02,178328,9521072,206,18,WGS 84,Punto ubicado en la quebrada Putuime a 6 m aguas abajo del afloramiento Putuime 1.,Simple,Ensayo por cromatografía - PAHS,17/3/2019,12:21:00 PM,<0.000009,Benzo (k) Fluoranteno,mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG02,178328,9521072,206,18,WGS 84,Punto ubicado en la quebrada Putuime a 6 m aguas abajo del afloramiento Putuime 1.,Simple,Ensayo por cromatografía - PAHS,17/3/2019,12:21:00 PM,<0.000013,Criseno,mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG02,178328,9521072,206,18,WGS 84,Punto ubicado en la quebrada Putuime a 6 m aguas abajo del afloramiento Putuime 1.,Simple,Ensayo por cromatografía - PAHS,17/3/2019,12:21:00 PM,<0.000013,"Dibenzo (a,h) Antraceno",mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG02,178328,9521072,206,18,WGS 84,Punto ubicado en la quebrada Putuime a 6 m aguas abajo del afloramiento Putuime 1.,Simple,Ensayo por cromatografía - PAHS,17/3/2019,12:21:00 PM,<0.000016,Fenantreno,mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG02,178328,9521072,206,18,WGS 84,Punto ubicado en la quebrada Putuime a 6 m aguas abajo del afloramiento Putuime 1.,Simple,Ensayo por cromatografía - PAHS,17/3/2019,12:21:00 PM,<0.000016,Fluoranteno,mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG02,178328,9521072,206,18,WGS 84,Punto ubicado en la quebrada Putuime a 6 m aguas abajo del afloramiento Putuime 1.,Simple,Ensayo por cromatografía - PAHS,17/3/2019,12:21:00 PM,<0.000009,Fluoreno,mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG02,178328,9521072,206,18,WGS 84,Punto ubicado en la quebrada Putuime a 6 m aguas abajo del afloramiento Putuime 1.,Simple,Ensayo por cromatografía - PAHS,17/3/2019,12:21:00 PM,<0.000016,"Indeno (1,2,3 cd) Pireno",mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG02,178328,9521072,206,18,WGS 84,Punto ubicado en la quebrada Putuime a 6 m aguas abajo del afloramiento Putuime 1.,Simple,Ensayo por cromatografía - PAHS,17/3/2019,12:21:00 PM,<0.000009,Naftaleno,mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG02,178328,9521072,206,18,WGS 84,Punto ubicado en la quebrada Putuime a 6 m aguas abajo del afloramiento Putuime 1.,Simple,Ensayo por cromatografía - PAHS,17/3/2019,12:21:00 PM,<0.000009,Pireno,mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG02,178328,9521072,206,18,WGS 84,Punto ubicado en la quebrada Putuime a 6 m aguas abajo del afloramiento Putuime 1.,Simple,Ensayo por cromatografía - HTP,17/3/2019,12:21:00 PM,<0.0008,Hidrocarburos totales de petróleo (C8-C40),mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG02,178328,9521072,206,18,WGS 84,Punto ubicado en la quebrada Putuime a 6 m aguas abajo del afloramiento Putuime 1.,Simple,BTEX,17/3/2019,12:21:00 PM,<0.001,Benceno,mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG02,178328,9521072,206,18,WGS 84,Punto ubicado en la quebrada Putuime a 6 m aguas abajo del afloramiento Putuime 1.,Simple,BTEX,17/3/2019,12:21:00 PM,<0.002,Tolueno,mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG02,178328,9521072,206,18,WGS 84,Punto ubicado en la quebrada Putuime a 6 m aguas abajo del afloramiento Putuime 1.,Simple,Metales totales,17/3/2019,12:21:00 PM,<0.00002,Talio,mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG02,178328,9521072,206,18,WGS 84,Punto ubicado en la quebrada Putuime a 6 m aguas abajo del afloramiento Putuime 1.,Simple,Metales totales,17/3/2019,12:21:00 PM,<0.000003,Uranio,mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG02,178328,9521072,206,18,WGS 84,Punto ubicado en la quebrada Putuime a 6 m aguas abajo del afloramiento Putuime 1.,Simple,Metales totales,17/3/2019,12:21:00 PM,"0,0037",Vanadio,mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG02,178328,9521072,206,18,WGS 84,Punto ubicado en la quebrada Putuime a 6 m aguas abajo del afloramiento Putuime 1.,Simple,Metales totales,17/3/2019,12:21:00 PM,<0.01,Zinc,mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG02,178328,9521072,206,18,WGS 84,Punto ubicado en la quebrada Putuime a 6 m aguas abajo del afloramiento Putuime 1.,Simple,Fisico Químicos,17/3/2019,12:21:00 PM,<0.100,Aceites y grasas,mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG02,178328,9521072,206,18,WGS 84,Punto ubicado en la quebrada Putuime a 6 m aguas abajo del afloramiento Putuime 1.,Simple,BTEX,17/3/2019,12:21:00 PM,<0.002,Etilbenceno,mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG02,178328,9521072,206,18,WGS 84,Punto ubicado en la quebrada Putuime a 6 m aguas abajo del afloramiento Putuime 1.,Simple,BTEX,17/3/2019,12:21:00 PM,<0.004,"m,p- Xileno",mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG02,178328,9521072,206,18,WGS 84,Punto ubicado en la quebrada Putuime a 6 m aguas abajo del afloramiento Putuime 1.,Simple,BTEX,17/3/2019,12:21:00 PM,<0.002,o-Xileno,mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG02,178328,9521072,206,18,WGS 84,Punto ubicado en la quebrada Putuime a 6 m aguas abajo del afloramiento Putuime 1.,Simple,BTEX,17/3/2019,12:21:00 PM,<0.006,Xilenos,mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG02,178328,9521072,206,18,WGS 84,Punto ubicado en la quebrada Putuime a 6 m aguas abajo del afloramiento Putuime 1.,Simple,Metales totales,17/3/2019,12:21:00 PM,<0.000003,Plata,mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG02,178328,9521072,206,18,WGS 84,Punto ubicado en la quebrada Putuime a 6 m aguas abajo del afloramiento Putuime 1.,Simple,Metales totales,17/3/2019,12:21:00 PM,"0,962",Aluminio,mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG02,178328,9521072,206,18,WGS 84,Punto ubicado en la quebrada Putuime a 6 m aguas abajo del afloramiento Putuime 1.,Simple,Metales totales,17/3/2019,12:21:00 PM,"0,00142",Arsénico,mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG02,178328,9521072,206,18,WGS 84,Punto ubicado en la quebrada Putuime a 6 m aguas abajo del afloramiento Putuime 1.,Simple,Metales totales,17/3/2019,12:21:00 PM,"0,01",Boro,mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG02,178328,9521072,206,18,WGS 84,Punto ubicado en la quebrada Putuime a 6 m aguas abajo del afloramiento Putuime 1.,Simple,Metales totales,17/3/2019,12:21:00 PM,"0,0728",Bario,mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG02,178328,9521072,206,18,WGS 84,Punto ubicado en la quebrada Putuime a 6 m aguas abajo del afloramiento Putuime 1.,Simple,Metales totales,17/3/2019,12:21:00 PM,<0.00002,Berilio,mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG02,178328,9521072,206,18,WGS 84,Punto ubicado en la quebrada Putuime a 6 m aguas abajo del afloramiento Putuime 1.,Simple,Metales totales,17/3/2019,12:21:00 PM,<0.00002,Bismuto,mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG02,178328,9521072,206,18,WGS 84,Punto ubicado en la quebrada Putuime a 6 m aguas abajo del afloramiento Putuime 1.,Simple,Metales totales,17/3/2019,12:21:00 PM,"18,75",Calcio,mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG02,178328,9521072,206,18,WGS 84,Punto ubicado en la quebrada Putuime a 6 m aguas abajo del afloramiento Putuime 1.,Simple,Metales totales,17/3/2019,12:21:00 PM,<0.00001,Cadmio,mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG02,178328,9521072,206,18,WGS 84,Punto ubicado en la quebrada Putuime a 6 m aguas abajo del afloramiento Putuime 1.,Simple,Metales totales,17/3/2019,12:21:00 PM,"0,00054",Cobalto,mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG02,178328,9521072,206,18,WGS 84,Punto ubicado en la quebrada Putuime a 6 m aguas abajo del afloramiento Putuime 1.,Simple,Metales totales,17/3/2019,12:21:00 PM,"0,0014",Cromo Total,mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG02,178328,9521072,206,18,WGS 84,Punto ubicado en la quebrada Putuime a 6 m aguas abajo del afloramiento Putuime 1.,Simple,Metales totales,17/3/2019,12:21:00 PM,"0,00406",Cobre,mg/L
