Anio,NroMes,ubigeo,Departamento,Provincia,Distrito,Sexo,Etapa,GrupoTamizaje,DetalleTamizaje,Casos
2017,3,140301,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,M,18 - 24,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,3
2017,3,140301,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,M,18 - 24,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,6
2017,3,140304,LAMBAYEQUE,LAMBAYEQUE,JAYANCA,F,1 - 4,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,4
2017,3,140304,LAMBAYEQUE,LAMBAYEQUE,JAYANCA,F,10 - 11,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,1
2017,3,140304,LAMBAYEQUE,LAMBAYEQUE,JAYANCA,M,5 - 9,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,6
2017,3,140305,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,F,12 - 14,SOLO TAMIZAJES POSITIVOS,TRASTORNO DE CONSUMO DE ALCOHOL,1
2017,3,140305,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,F,18 - 24,TOTAL DE TAMIZAJES,SINDROME Y/O TRASTORNO PSICOTICO,13
2017,3,140305,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,F,25 - 29,TOTAL DE TAMIZAJES,SINDROME Y/O TRASTORNO PSICOTICO,4
2017,3,140305,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,F,40 - 59,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,12
2017,3,140305,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,F,40 - 59,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,38
2017,3,140305,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,F,60 - 79,SOLO TAMIZAJES POSITIVOS,TRASTORNO DEPRESIVO,7
2017,3,140305,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,F,60 - 79,SOLO TAMIZAJES POSITIVOS,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,1
2017,3,140305,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,F,80  +,TOTAL DE TAMIZAJES,SINDROME Y/O TRASTORNO PSICOTICO,1
2017,3,140305,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,F,80  +,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,1
2017,3,140305,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,M,25 - 29,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,1
2017,3,140305,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,M,30 - 39,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,1
2017,3,140308,LAMBAYEQUE,LAMBAYEQUE,OLMOS,F,40 - 59,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,70
2017,3,140308,LAMBAYEQUE,LAMBAYEQUE,OLMOS,F,60 - 79,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,2
2017,3,140308,LAMBAYEQUE,LAMBAYEQUE,OLMOS,M,25 - 29,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,2
2017,3,140308,LAMBAYEQUE,LAMBAYEQUE,OLMOS,M,80  +,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,1
2017,3,140308,LAMBAYEQUE,LAMBAYEQUE,OLMOS,M,80  +,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,6
2017,3,140310,LAMBAYEQUE,LAMBAYEQUE,SALAS,F,1 - 4,SOLO TAMIZAJES POSITIVOS,TRASTORNO DEPRESIVO,1
2017,3,140310,LAMBAYEQUE,LAMBAYEQUE,SALAS,F,10 - 11,SOLO TAMIZAJES POSITIVOS,TRASTORNO DEPRESIVO,2
2017,3,140310,LAMBAYEQUE,LAMBAYEQUE,SALAS,F,10 - 11,SOLO TAMIZAJES POSITIVOS,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,6
2017,3,140310,LAMBAYEQUE,LAMBAYEQUE,SALAS,F,10 - 11,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,6
2017,3,140310,LAMBAYEQUE,LAMBAYEQUE,SALAS,F,18 - 24,SOLO TAMIZAJES POSITIVOS,TRASTORNO DEPRESIVO,1
2017,3,140310,LAMBAYEQUE,LAMBAYEQUE,SALAS,F,18 - 24,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,16
2017,3,140310,LAMBAYEQUE,LAMBAYEQUE,SALAS,F,25 - 29,SOLO TAMIZAJES POSITIVOS,TRASTORNO DEPRESIVO,1
2017,3,140310,LAMBAYEQUE,LAMBAYEQUE,SALAS,F,25 - 29,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,8
2017,3,140310,LAMBAYEQUE,LAMBAYEQUE,SALAS,F,25 - 29,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,29
2017,3,140310,LAMBAYEQUE,LAMBAYEQUE,SALAS,M,18 - 24,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,9
2017,3,140310,LAMBAYEQUE,LAMBAYEQUE,SALAS,M,5 - 9,SOLO TAMIZAJES POSITIVOS,TRASTORNO DEPRESIVO,2
2017,3,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,F,< 1,SOLO TAMIZAJES POSITIVOS,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,1
2017,3,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,F,1 - 4,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,611
2017,3,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,F,15 - 17,SOLO TAMIZAJES POSITIVOS,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,9
2017,3,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,F,15 - 17,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,15
2017,3,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,F,18 - 24,TOTAL DE TAMIZAJES,SINDROME Y/O TRASTORNO PSICOTICO,45
2017,3,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,F,25 - 29,SOLO TAMIZAJES POSITIVOS,TRASTORNO DEPRESIVO,15
2017,3,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,F,30 - 39,SOLO TAMIZAJES POSITIVOS,SINDROME Y/O TRASTORNO PSICOTICO,3
2017,3,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,F,40 - 59,SOLO TAMIZAJES POSITIVOS,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,12
2017,3,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,F,60 - 79,SOLO TAMIZAJES POSITIVOS,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,4
2017,3,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,F,60 - 79,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,38
2017,3,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,M,10 - 11,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,29
2017,3,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,M,18 - 24,SOLO TAMIZAJES POSITIVOS,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,2
2017,3,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,M,18 - 24,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,16
2017,3,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,M,30 - 39,SOLO TAMIZAJES POSITIVOS,TRASTORNO DE CONSUMO DE ALCOHOL,1
2017,3,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,M,30 - 39,SOLO TAMIZAJES POSITIVOS,TRASTORNO DEPRESIVO,1
2017,3,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,M,40 - 59,SOLO TAMIZAJES POSITIVOS,TRASTORNO DEPRESIVO,6
2017,3,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,M,80  +,TOTAL DE TAMIZAJES,SINDROME Y/O TRASTORNO PSICOTICO,3
2017,3,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,M,80  +,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,4
2017,3,140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,F,1 - 4,SOLO TAMIZAJES POSITIVOS,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,2
2017,3,140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,F,12 - 14,SOLO TAMIZAJES POSITIVOS,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,3
2017,3,140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,F,12 - 14,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,2
2017,3,140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,F,15 - 17,SOLO TAMIZAJES POSITIVOS,TRASTORNO DEPRESIVO,1
2017,3,140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,F,40 - 59,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,22
2017,3,140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,F,60 - 79,SOLO TAMIZAJES POSITIVOS,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,2
2017,3,140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,F,60 - 79,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,27
2017,3,140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,F,80  +,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,1
2017,3,140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,M,10 - 11,SOLO TAMIZAJES POSITIVOS,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,3
2017,3,140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,M,18 - 24,SOLO TAMIZAJES POSITIVOS,SINDROME Y/O TRASTORNO PSICOTICO,1
2017,3,140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,M,18 - 24,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,8
2017,3,140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,M,25 - 29,TOTAL DE TAMIZAJES,SINDROME Y/O TRASTORNO PSICOTICO,3
2017,3,140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,M,25 - 29,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,10
2017,3,140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,M,30 - 39,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,5
2017,3,140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,M,60 - 79,SOLO TAMIZAJES POSITIVOS,TRASTORNO DEPRESIVO,3
2017,3,140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,M,80  +,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,1
2017,3,140106,LAMBAYEQUE,CHICLAYO,LA VICTORIA,F,1 - 4,SOLO TAMIZAJES POSITIVOS,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,1
2017,3,140106,LAMBAYEQUE,CHICLAYO,LA VICTORIA,F,1 - 4,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,2
2017,3,140106,LAMBAYEQUE,CHICLAYO,LA VICTORIA,F,12 - 14,SOLO TAMIZAJES POSITIVOS,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,2
2017,3,140106,LAMBAYEQUE,CHICLAYO,LA VICTORIA,F,15 - 17,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,5
2017,3,140106,LAMBAYEQUE,CHICLAYO,LA VICTORIA,F,40 - 59,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,8
2017,3,140106,LAMBAYEQUE,CHICLAYO,LA VICTORIA,F,60 - 79,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,39
2017,3,140106,LAMBAYEQUE,CHICLAYO,LA VICTORIA,F,80  +,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,2
2017,3,140106,LAMBAYEQUE,CHICLAYO,LA VICTORIA,M,10 - 11,SOLO TAMIZAJES POSITIVOS,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,1
2017,3,140106,LAMBAYEQUE,CHICLAYO,LA VICTORIA,M,18 - 24,SOLO TAMIZAJES POSITIVOS,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,2
2017,3,140106,LAMBAYEQUE,CHICLAYO,LA VICTORIA,M,18 - 24,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,4
2017,3,140106,LAMBAYEQUE,CHICLAYO,LA VICTORIA,M,25 - 29,TOTAL DE TAMIZAJES,SINDROME Y/O TRASTORNO PSICOTICO,1
2017,3,140106,LAMBAYEQUE,CHICLAYO,LA VICTORIA,M,25 - 29,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,2
2017,3,140106,LAMBAYEQUE,CHICLAYO,LA VICTORIA,M,30 - 39,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,1
2017,3,140106,LAMBAYEQUE,CHICLAYO,LA VICTORIA,M,80  +,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,6
2017,3,140112,LAMBAYEQUE,CHICLAYO,PIMENTEL,M,5 - 9,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,10
2017,3,140201,LAMBAYEQUE,FERRE�AFE,FERRE�AFE,F,25 - 29,TOTAL DE TAMIZAJES,SINDROME Y/O TRASTORNO PSICOTICO,4
2017,3,140201,LAMBAYEQUE,FERRE�AFE,FERRE�AFE,F,25 - 29,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,4
2017,3,140201,LAMBAYEQUE,FERRE�AFE,FERRE�AFE,F,30 - 39,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,5
2017,3,140201,LAMBAYEQUE,FERRE�AFE,FERRE�AFE,F,40 - 59,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,6
2017,3,140201,LAMBAYEQUE,FERRE�AFE,FERRE�AFE,M,10 - 11,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,3
2017,3,140201,LAMBAYEQUE,FERRE�AFE,FERRE�AFE,M,30 - 39,TOTAL DE TAMIZAJES,SINDROME Y/O TRASTORNO PSICOTICO,1
2017,3,140201,LAMBAYEQUE,FERRE�AFE,FERRE�AFE,M,30 - 39,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,10
2017,3,140201,LAMBAYEQUE,FERRE�AFE,FERRE�AFE,M,40 - 59,TOTAL DE TAMIZAJES,SINDROME Y/O TRASTORNO PSICOTICO,2
2017,3,140201,LAMBAYEQUE,FERRE�AFE,FERRE�AFE,M,40 - 59,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,10
2017,3,140202,LAMBAYEQUE,FERRE�AFE,CA�ARIS,F,1 - 4,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,180
2017,3,140202,LAMBAYEQUE,FERRE�AFE,CA�ARIS,F,10 - 11,TOTAL DE TAMIZAJES,SINDROME Y/O TRASTORNO PSICOTICO,4
2017,3,140202,LAMBAYEQUE,FERRE�AFE,CA�ARIS,F,10 - 11,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,15
2017,3,140202,LAMBAYEQUE,FERRE�AFE,CA�ARIS,F,12 - 14,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,20
2017,3,140202,LAMBAYEQUE,FERRE�AFE,CA�ARIS,F,18 - 24,TOTAL DE TAMIZAJES,SINDROME Y/O TRASTORNO PSICOTICO,10
2017,3,140202,LAMBAYEQUE,FERRE�AFE,CA�ARIS,F,80  +,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,1
2017,3,140202,LAMBAYEQUE,FERRE�AFE,CA�ARIS,M,30 - 39,SOLO TAMIZAJES POSITIVOS,TRASTORNO DE CONSUMO DE ALCOHOL,1
2017,3,140202,LAMBAYEQUE,FERRE�AFE,CA�ARIS,M,30 - 39,SOLO TAMIZAJES POSITIVOS,TRASTORNO DEPRESIVO,3
2017,3,140202,LAMBAYEQUE,FERRE�AFE,CA�ARIS,M,40 - 59,SOLO TAMIZAJES POSITIVOS,TRASTORNO DE CONSUMO DE ALCOHOL,3
2017,3,140202,LAMBAYEQUE,FERRE�AFE,CA�ARIS,M,40 - 59,SOLO TAMIZAJES POSITIVOS,TRASTORNO DEPRESIVO,3
2017,3,140202,LAMBAYEQUE,FERRE�AFE,CA�ARIS,M,5 - 9,SOLO TAMIZAJES POSITIVOS,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,14
2017,3,140202,LAMBAYEQUE,FERRE�AFE,CA�ARIS,M,5 - 9,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,13
2017,3,140202,LAMBAYEQUE,FERRE�AFE,CA�ARIS,M,60 - 79,SOLO TAMIZAJES POSITIVOS,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,1
2017,3,140203,LAMBAYEQUE,FERRE�AFE,INCAHUASI,F,< 1,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,154
2017,3,140203,LAMBAYEQUE,FERRE�AFE,INCAHUASI,F,1 - 4,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,1
2017,3,140203,LAMBAYEQUE,FERRE�AFE,INCAHUASI,F,12 - 14,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,23
2017,3,140203,LAMBAYEQUE,FERRE�AFE,INCAHUASI,F,18 - 24,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,38
2017,3,140203,LAMBAYEQUE,FERRE�AFE,INCAHUASI,F,60 - 79,TOTAL DE TAMIZAJES,SINDROME Y/O TRASTORNO PSICOTICO,1
2017,3,140203,LAMBAYEQUE,FERRE�AFE,INCAHUASI,M,1 - 4,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,184
2017,3,140203,LAMBAYEQUE,FERRE�AFE,INCAHUASI,M,18 - 24,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,4
2017,3,140203,LAMBAYEQUE,FERRE�AFE,INCAHUASI,M,40 - 59,SOLO TAMIZAJES POSITIVOS,TRASTORNO DE CONSUMO DE ALCOHOL,1
2017,3,140203,LAMBAYEQUE,FERRE�AFE,INCAHUASI,M,40 - 59,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,3
2017,3,140203,LAMBAYEQUE,FERRE�AFE,INCAHUASI,M,60 - 79,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,20
2017,3,140204,LAMBAYEQUE,FERRE�AFE,MANUEL ANTONIO MESONES MURO,F,40 - 59,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,1
2017,3,140204,LAMBAYEQUE,FERRE�AFE,MANUEL ANTONIO MESONES MURO,F,5 - 9,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,23
2017,3,140204,LAMBAYEQUE,FERRE�AFE,MANUEL ANTONIO MESONES MURO,M,< 1,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,34
2017,3,140204,LAMBAYEQUE,FERRE�AFE,MANUEL ANTONIO MESONES MURO,M,1 - 4,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,73
2017,3,140204,LAMBAYEQUE,FERRE�AFE,MANUEL ANTONIO MESONES MURO,M,12 - 14,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,10
2017,3,140204,LAMBAYEQUE,FERRE�AFE,MANUEL ANTONIO MESONES MURO,M,60 - 79,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,6
2017,3,140205,LAMBAYEQUE,FERRE�AFE,PITIPO,F,12 - 14,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,43
2017,3,140205,LAMBAYEQUE,FERRE�AFE,PITIPO,F,25 - 29,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,1
2017,3,140205,LAMBAYEQUE,FERRE�AFE,PITIPO,F,5 - 9,SOLO TAMIZAJES POSITIVOS,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,2
2017,3,140205,LAMBAYEQUE,FERRE�AFE,PITIPO,M,1 - 4,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,173
2017,3,140205,LAMBAYEQUE,FERRE�AFE,PITIPO,M,12 - 14,SOLO TAMIZAJES POSITIVOS,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,1
2017,3,140205,LAMBAYEQUE,FERRE�AFE,PITIPO,M,12 - 14,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,2
2017,3,140205,LAMBAYEQUE,FERRE�AFE,PITIPO,M,25 - 29,SOLO TAMIZAJES POSITIVOS,TRASTORNO DEPRESIVO,1
2017,3,140205,LAMBAYEQUE,FERRE�AFE,PITIPO,M,30 - 39,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,6
2017,3,140205,LAMBAYEQUE,FERRE�AFE,PITIPO,M,40 - 59,SOLO TAMIZAJES POSITIVOS,TRASTORNO DE CONSUMO DE ALCOHOL,3
2017,3,140205,LAMBAYEQUE,FERRE�AFE,PITIPO,M,40 - 59,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,19
2017,3,140205,LAMBAYEQUE,FERRE�AFE,PITIPO,M,60 - 79,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,13
2017,3,140206,LAMBAYEQUE,FERRE�AFE,PUEBLO NUEVO,F,60 - 79,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,18
2017,3,140206,LAMBAYEQUE,FERRE�AFE,PUEBLO NUEVO,M,25 - 29,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,3
2017,3,140301,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,F,10 - 11,SOLO TAMIZAJES POSITIVOS,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,1
2017,3,140301,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,F,15 - 17,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,30
2017,3,140301,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,F,30 - 39,TOTAL DE TAMIZAJES,SINDROME Y/O TRASTORNO PSICOTICO,1
2017,3,140301,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,F,60 - 79,SOLO TAMIZAJES POSITIVOS,TRASTORNO DEPRESIVO,2
2017,3,140301,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,M,12 - 14,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,1
2017,3,140301,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,M,25 - 29,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,5
2017,3,140301,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,M,30 - 39,SOLO TAMIZAJES POSITIVOS,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,1
2017,3,140301,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,M,30 - 39,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,5
2017,3,140301,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,M,5 - 9,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,54
2017,3,140305,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,F,12 - 14,SOLO TAMIZAJES POSITIVOS,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,1
2017,3,140305,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,F,12 - 14,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,2
2017,3,140305,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,F,25 - 29,SOLO TAMIZAJES POSITIVOS,TRASTORNO DEPRESIVO,2
2017,3,140305,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,F,25 - 29,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,47
2017,3,140305,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,F,30 - 39,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,11
2017,3,140305,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,F,40 - 59,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,10
2017,3,140305,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,M,40 - 59,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,7
2017,3,140306,LAMBAYEQUE,LAMBAYEQUE,MORROPE,M,< 1,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,20
2017,3,140306,LAMBAYEQUE,LAMBAYEQUE,MORROPE,M,5 - 9,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,10
2017,3,140308,LAMBAYEQUE,LAMBAYEQUE,OLMOS,F,12 - 14,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,9
2017,3,140308,LAMBAYEQUE,LAMBAYEQUE,OLMOS,F,25 - 29,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,2
2017,3,140308,LAMBAYEQUE,LAMBAYEQUE,OLMOS,M,10 - 11,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,7
2017,3,140308,LAMBAYEQUE,LAMBAYEQUE,OLMOS,M,18 - 24,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,8
